workerid	completion	condition	item	sentence1	slide_number
66	shopkeeper did not know, revealed what he had heard and they both laughed. 	obj_ext_RC	4_obj_ext_RC	The paralegal who the	24
66	was under great pressure, was finished. 	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	25
66	dog liked, went into the room. 	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	26
66	was trying to catch was here, was frightening. 	SC_RC	CRITICAL_6	The realization that the violent extremist who the agent	27
66	years. 	filler	filler_16	Four score and seven	28
66	wanted to get him to talk, managed to coax a few words out of him. 	RC_RC_an	1_RC_RC_an	The reporter who the professor who	29
66	stop now, you never will. 	filler	filler_6	If you don't	30
66	was speaking too, was shocking. 	SC_RC	CRITICAL_7	The assertion that the office clerk who the customer	31
66	rode a winner, went away happy. 	sub_ext_RC	5_sub_ext_RC	The jockey who	32
66	meet before heading out. 	filler	filler_24	The aviators gathered together at the library to	33
66	was running after the mouse, stopped and laughed. 	RC_RC_an	3_RC_RC_an	The waiter who the customer who	34
66	was saving wasn't met with deaf ears. 	SC_RC	CRITICAL_11	The fact that the courageous lifesaver who the swimmer	35
66	shot the deer, stopped and waited. 	sub_ext_RC	4_sub_ext_RC	The ranger who	36
66	was trying to catch, was that he was actually not the one they were after. 	SC_RC	CRITICAL_10	The belief that the alleged criminal who the officer	37
66	was now standing on stage dripping with sweat, was a hard one. 	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	38
66	bought the house.	filler	filler_12	Carl admitted to Larissa the he had	39
66	umpire reprimanded, walked away slowly.	obj_ext_RC	5_obj_ext_RC	The bowler who the	40
66	was speaking to was actually rooting for the other side. 	SC_RC	CRITICAL_9	The inkling that the conservative senator who the diplomat	41
66	are great in the sun. 	filler	filler_5	Outdoor games and picnics	42
67	decided to go to college.	filler	filler	The gardener's son won a scholarship, so he	4
67	that he needed to call the doctor.	filler	filler	When Frank woke up, he remembered	5
67	leaving the house after 10pm.	filler	filler	Annabelle was generally against	6
67	thought was a patriot turned out to be false.	SC_RC	CRITICAL_9	The inkling that the military commander who the president	7
67	years ago is the beginning to a famous speech.	filler	filler_16	Four score and seven	8
67	ordered a steak deciding to offer a free appetizer.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	9
67	eat your vegetables you won't grow big and strong.	filler	filler_6	If you don't	10
67	decided to trick would be an easy target was incorrect.	SC_RC	CRITICAL_7	The assertion that the cunning trickster who the woman	11
67	was writing a novel thought that the professor would make an excellent story.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	12
67	decided to view the election results was disappointed.	sub_ext_RC	2_sub_ext_RC	The voter who	13
67	thought was a star student turned out to be a recurring cheater was disappointing to the professor.	SC_RC	CRITICAL_2	The admission that the college student who the professor	14
67	was working with a patient was not working properly.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	15
67	was winning could not keep up, and he won second place.	sub_ext_RC	5_sub_ext_RC	The jockey who	16
67	painted turned out to be false.	SC_RC	CRITICAL_0	The report that the marketing whiz who the artist	17
67	had writer's block was trying to write was not going well.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	18
67	hired was not a trained sculptor was devastating to the painter.	SC_RC	CRITICAL_4	The disclosure that the famous sculptor who the painter	19
67	bowling league trained was leaving the area.	obj_ext_RC	5_obj_ext_RC	The bowler who the	20
67	read about historical flight paths.	filler	filler_24	The aviators gathered together at the library to	22
67	blazing sun.	filler	filler_35	The lumberjack sweated under the	23
67	customers trusted were able to save the animals.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	24
67	they won the regional championship.	filler	filler_34	The choir made a lot of noise in the back of the bus after	25
67	was helping needed his inhaler was correct.	SC_RC	CRITICAL_8	The assumption that the frightened child who the medic	26
67	worked in Colorado loved his job.	sub_ext_RC	4_sub_ext_RC	The ranger who	27
67	book I will read it all day.	filler	filler_3	If I ever get another	28
67	threatened were no longer conscious made the criminal's activities easier.	SC_RC	CRITICAL_6	The realization that the injured victims who the criminal	29
67	car collision occurs.	filler	filler_14	Every 20 minutes in the US a	30
67	hired for a job was a boring story.	SC_RC	CRITICAL_1	The story that the shady trader who the businessman	31
67	town used for several legal cases was no longer available for hire.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	32
67	tell her the important news.	filler	filler_40	The old man phoned his younger sister to	33
67	waited for the test results.	filler	filler_29	She drummed her fingers against the table as she	34
67	looked up to had just learned how to swim was very surprising.	SC_RC	CRITICAL_11	The fact that the courageous lifesaver who the swimmer	35
67	eaten all of the cookies.	filler	filler_12	Carl admitted to Larissa the he had	36
67	was on the case thought she was a good juror.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	37
67	just met was her neighbor was not pleasing.	SC_RC	CRITICAL_5	The confirmation that the odd neighbor who the woman	38
67	was singing was not an original song.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	39
67	derided was no longer an employee shocked the customers.	SC_RC	CRITICAL_3	The declaration that the office clerk who the customer	40
67	the storm arrived.	filler	filler_27	The horses ran down the hill to the barn before	41
67	are enjoyable in the summer.	filler	filler_5	Outdoor games and picnics	42
68	he had left the rice cooking on the stove and ran to the kitchen.	filler	filler	When Frank woke up, he remembered	4
68	would no longer have to take over the family business, instead gaining a place at a top university. 	filler	filler	The gardener's son won a scholarship, so he	5
68	animal cruelty, but she made an exception for pigeons. 	filler	filler	Annabelle was generally against	6
68	research the Battle of Britain, in the lead up to their reenactment. 	filler	filler_24	The aviators gathered together at the library to	7
68	incepted as he ran from the shop with a handful of bestsellers, was in on the scheme, was widely held by the local villagers. 	SC_RC	CRITICAL_10	The belief that the angry bookseller who the thief	8
68	tell her the terrible news about his dead dog. 	filler	filler_40	The old man phoned his younger sister to	10
68	drone sets off heading for the Middle East. 	filler	filler_14	Every 20 minutes in the US a	11
68	secretly despised was the top of the class was a matter of constant irritation to her. 	SC_RC	CRITICAL_11	The fact that the college student who the professor	12
68	pray, you're going straight to hell. 	filler	filler_6	If you don't	13
68	almost caught that bleak Sunday in June, was on the loose again, sent shivers down his spine. 	SC_RC	CRITICAL_8	The assumption that the violent extremist who the agent	14
68	winning nationals. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	15
68	looked at with suspicion, was talking hot air, was more than an inkling.  	SC_RC	CRITICAL_9	The inkling that the marketing whiz who the artist	16
68	team thought was incompetent did not last long at the firm.  	obj_ext_RC	4_obj_ext_RC	The paralegal who the	17
68	paid to complete fake studies about the air pollution in the city, came out and caused a public outcry. 	SC_RC	CRITICAL_2	The admission that the mad scientist who the mayor	18
68	local pet owners so trusted with their animals, had to retire when he developed a phobia of needles. 	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	19
68	was in residence at NYU, sat and interviewed, did not find her research inspiring enough to turn into a front-page story. 	RC_RC_an	1_RC_RC_an	The reporter who the professor who	20
68	was fitting a teenager with braces had been holding, suddenly crashed to the floor. 	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	21
68	had paid a discounted rate for her nose job, had installed a secret camera in her face, was all she needed to take him down. 	SC_RC	CRITICAL_5	The confirmation that the famous surgeon who the patient	22
68	are beneficial for your health and wellbeing. 	filler	filler_5	Outdoor games and picnics	23
68	bolting into the forest. 	filler	filler_27	The horses ran down the hill to the barn before	24
68	had retired a few years previously, returned for a reunion match. 	sub_ext_RC	5_sub_ext_RC	The jockey who	25
68	had bribed in exchange for legal immunity, sent shockwaves through Washington. 	SC_RC	CRITICAL_0	The report that the conservative senator who the diplomat	26
68	cheated on her at his office Christmas party. 	filler	filler_12	Carl admitted to Larissa the he had	27
68	had overlooked, was in fact a secret millionaire, was indeed shocking. 	SC_RC	CRITICAL_7	The assertion that the office clerk who the customer	28
68	chance to make a move, I won't hold back next time. 	filler	filler_3	If I ever get another	29
68	was torn between two parties decided to abstain. 	sub_ext_RC	2_sub_ext_RC	The voter who	30
68	had just entered the cafe greeted was on his phone, barely looking up. 	RC_RC_an	3_RC_RC_an	The waiter who the customer who	31
68	fans were hoping would make a lucky shot, messed up, losing the game for her team. 	obj_ext_RC	5_obj_ext_RC	The bowler who the	32
68	had trusted with their children, was in fact a molester, was a scandal. 	SC_RC	CRITICAL_4	The disclosure that the old preacher who the parishioners	33
68	had been close to nodding off, made eye contact with, jolted awake abruptly. 	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	34
68	had deemed unfit to run the race, was in fact fully functioning, was enough to spur her on to complete it in her best time. 	SC_RC	CRITICAL_3	The declaration that the marathon runner who the psychiatrist	35
68	came from London, was working on, was sent to New York for proof-reading. 	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	36
68	had entrusted his entire estate to, had been squandered, made the rounds in the local press. 	SC_RC	CRITICAL_1	The story that the aspiring entrepreneur who the philanthropist	37
68	weight of the wood. 	filler	filler_35	The lumberjack sweated under the	38
68	waited for her pregnancy test results. 	filler	filler_29	She drummed her fingers against the table as she	39
68	had believed would be the next Mozart, was in fact pretending to play the instrument, came quickly. 	SC_RC	CRITICAL_6	The realization that the young violinist who the sponsors	40
