condition	correct_answer	given_answer	item	rating	sentence	slide_number	workerid
filler	N	N	filler	4	The florist sent the flowers on the table to the boy that were very expensive.	7	124
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	8	124
filler	NA	NA	filler	2	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	9	124
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	10	124
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	11	124
filler	N	N	filler	3	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	12	124
2	NA	NA	11	3	The statement that the marathon runner who the psychiatrist treated for his illness was ridiculous.	13	124
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	14	124
0	NA	NA	10	3	The assertion that the injured victims who the criminal had assaulted were going to survive calmed everyone down.	15	124
filler	Y	Y	filler	3	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	16	124
2	NA	NA	8	4	The presumption that the conservative senator who the diplomat opposed in the election really made him angry.	17	124
2	NA	NA	3	3	The realization that the suspected mobster who the media portrayed in detail turned out to be true.	18	124
filler	NA	NA	filler	2	The republican challenged the president about the nation who was elected by the left-wing opposition.	19	124
filler	NA	NA	filler	3	The critic complimented the director about the play who was asked to write the screenplay.	20	124
filler	NA	NA	filler	2	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	21	124
filler	NA	NA	filler	2	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	22	124
0	NA	NA	19	1	The idea that the young violinist who the sponsors backed financially abused drugs is likely true.	23	124
2	NA	NA	4	1	The indication that the office clerk who the customer called on the phone seemed absurd.	24	124
0	NA	NA	6	1	The speculation that the shady trader who the businessman consulted for advice acted on insider information was confirmed.	25	124
2	NA	NA	18	1	The news that the marketing whiz who the artist had hired shocked everyone.	26	124
filler	NA	NA	filler	1	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	27	124
filler	NA	NA	filler	3	The chairman consulted the executive about the company who was playing golf at the country club.	28	124
filler	NA	NA	filler	2	The activist petitioned the sponsor about the bill who was speaking out against immigration.	29	124
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	30	124
filler	N	N	filler	2	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	31	124
filler	N	N	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	32	124
0	NA	NA	9	3	The finding that the college student who the professor accused of cheating was dropping the class made the professor happy.	33	124
filler	Y	Y	filler	2	The librarian delivered the books with many photographs to the building which depicted horses.	34	124
filler	NA	NA	filler	1	The salesman called the buyer about the rifle who was looking for antiques from the war.	35	124
filler	N	N	filler	1	The delivery man left the package with two labels on the porch which were printed with an address.	36	124
filler	Y	Y	filler	5	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	37	124
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	38	124
2	NA	NA	7	1	The assurance that the military commander who the president appointed last month troubled people.	39	124
filler	NA	NA	filler	3	The neighbor approached the owner about the dog who was building a doghouse over the property line.	40	124
0	NA	NA	16	1	The disclosure that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	41	124
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	42	124
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	43	124
2	NA	NA	1	3	The suspicion that the successful CEO who the employee impressed with his enthusiam was entirely correct.	44	124
filler	NA	NA	filler	3	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	45	124
0	NA	NA	15	1	The proof that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	46	124
filler	NA	NA	filler	1	The reporter approached the victim about the attack who was injured by the suicide bomber.	47	124
0	NA	NA	0	1	The announcement that the savvy politician who the banker gave thousands of dollars was laundering money came as a shock to his supporters.	48	124
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	49	124
2	NA	NA	12	1	The assumption that the famous sculptor who the painter admired more than anyone was completely untrue.	50	124
0	NA	NA	5	1	The remark that the leading man who the starlet fell in love with would miss the show almost made her cry.	51	124
0	NA	NA	2	3	The allegation that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	52	124
filler	NA	NA	filler	2	The homeowner consulted the architect about the house who was worried about being behind schedule.	53	124
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	54	124
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	55	124
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	56	124
filler	Y	Y	filler	2	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	57	124
0	NA	NA	13	1	The conclusion that the alleged criminal who the officer arrested after the murder was not in fact guilty was entirely bogus.	58	124
filler	NA	NA	filler	1	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	59	124
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	60	124
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	61	124
filler	N	N	filler	2	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	62	124
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	63	124
filler	NA	NA	filler	1	The principal questioned the member about the clique who was mouthing off to teachers.	64	124
2	NA	NA	17	2	The belief that the famous surgeon who the patient accused of malpractice was not a surprise.	65	124
filler	Y	Y	filler	2	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	66	124
2	NA	NA	14	3	The thought that the old preacher who the parishioners fired yesterday proved to be true.	67	124
filler	NA	NA	filler	3	The host complimented the author about the book who was being interviewed on all the talk shows.	68	124
