workerid	completion	condition	item	sentence1	slide_number
1853	51	in sie verliebt war.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	25
1854	51	immer etwas verwirrt ist, seit Kindheitstagen verabscheute, verpatzte sein Interview mit ihm.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	26
1855	51	sehr begeistert für seinen Beruf ist, musste einen Waldbrand mitansehen.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	27
1856	51	sind das Beste.	filler	filler_5	Spiele und Picknicks im Freien	29
1857	51	verabscheute, gefeuert werden solle, absolut schrecklich sei.	SC_RC	EMBEDDED_2	Ibrahim hat gemeint, dass die Aufforderung, dass der Chef, den der Angestellte	30
1858	51	sehr gut in seinem Job ist, verurteilte, hat seine Strafe verdient.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	31
1859	51	war ich noch jung.	filler	filler_16	Vor langer Zeit	32
1860	51	ein Unfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	33
1861	51	sehr erfolgreich ist, jeden Tag singt, ist nicht sonderlich gut.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	35
1862	51	angeheuert hat, nicht sonderlich gut ist, absolut wahr ist.	SC_RC	EMBEDDED_11	Vorher erfuhr Angela, dass die Mutmaßung, dass der Marketingspezialist, den die Künstlerin	37
1863	51	sich über die vergangene Woche auszutauschen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	38
1864	51	Mann finde, dann werde ich meinen Job kündigen und lebenslang auf Urlaub fahren.	filler	filler_3	Wenn ich jemals noch einen	39
1865	51	nervös zur Tür blickte.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	41
1866	51	mehrmals verklagt hatte, seinen Beruf niederlegt, die richtige gewesen sei.	SC_RC	EMBEDDED_5	Die Leute glauben, dass die Entscheidung, dass der Politiker, den der Banker	42
1867	52	an die Hausaufgaben, die er vergessen hatte.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1868	52	verließ er sein Heimatdorf.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1869	52	die Ausbeutung von Tieren.	filler	filler	Annabelle war generell gegen	6
1870	52	heute morgen nicht gefrühstückt hatte, beauftragt hatte, war schlecht gelaunt.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	7
1871	52	erschossen hatte, einen Bombe versteckt hat, dämlich sei.	SC_RC	EMBEDDED_7	Ibrahim hat gemeint, dass die Annahme, dass der Extremist, den der Agent	8
1872	52	leider nur eine Katze hat, nur verfasst, während er auf dem Klo sitzt, ist leider erst wenige Seiten lang.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	9
1873	52	auf frischer Tat ertappt hatte, eine große Summe Geld gestohlen hat, hieb- und stichfest sei.	SC_RC	EMBEDDED_1	Gestern sagte Norbert, dass der Beleg, dass der Betrüger, den die Frau	10
1874	52	ist ziemlich lang her.	filler	filler_16	Vor langer Zeit	11
1875	52	ich mal Flugzeug gesehen hab, war nicht besonders nett.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	12
1876	52	für wenig kompetent hält, eine Gehaltserhöhung bekommen würde, dämlich sei.	SC_RC	EMBEDDED_2	Klaus hat erzählt, dass die Anordnung, dass der Chef, den der Angestellte	13
1877	52	zu lesen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	14
1878	52	in den Schatten gestellt hat, überbewertet sei, nicht besonders fundiert sei.	SC_RC	EMBEDDED_6	Lisa hat gesagt, dass die Auffassung, dass der Schauspieler, den der Star	15
1879	52	eine Glatze hat, zu sich rief, stank nach Knoblauch.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	16
1880	52	zurechgewiesen hat, langsam senil wird, klarer wird.	SC_RC	EMBEDDED_5	Ich habe gehört, dass das Zeichen, dass der Schulleiter, den der Lehrer	17
1881	52	ihre Zahnbürste genutzt hat, um die Toilette sauber zu machen. 	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	18
1882	52	angeschwärzt hat, faul sei, durchaus stimmig sei.	SC_RC	EMBEDDED_4	Die Leute glauben, dass die Kritik, dass der Büroangestellte, den der Kunde	19
1883	52	leicht homophob ist, sang, war durchschnittlich.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	20
1884	52	Hund sehe, werde ich ihn knuddeln.	filler	filler_3	Wenn ich jemals noch einen	21
1885	52	bestochen hat, bestechlich sei, vermutlich wahr ist.	SC_RC	EMBEDDED_9	Luigi hat gedacht, dass die Vermutung, dass der Politiker, den der Banker	22
1886	52	sie die Kirche so kaputt gerockt haben, sodass nur noch das Fundament stand.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	23
1887	52	heute leicht genervt schien, schnauzte mich an.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	24
1888	52	belästigt hat, Selbstmord begang, unwahr sei.	SC_RC	EMBEDDED_11	Niemand denkt wirklich, dass die Tatsache, dass der Junge, den der Clown	25
1889	52	lebst, bist du tot.	filler	filler_6	Wenn du nicht	26
1890	52	beleidigt hat, nett sei, nicht wahr ist.	SC_RC	EMBEDDED_10	Peter sagte mir, dass die Ansicht, dass der Marathonläufer, den der Psychiater	27
1891	52	etwas.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	28
1892	52	leichte Daddy issues hat, hielt, war blau.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	29
1893	52	wir alle mochten, war in Wirklichkeit etwas zu nett zu den Tieren.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	30
1894	52	erstochen hatte, ein schlechter Mensch gewesen sei, komplett fabriziert war.	SC_RC	EMBEDDED_8	Hans hat behauptet, dass die Mutmaßung, dass der Buchhändler, den der Dieb	31
1895	52	den Bäumen.	filler	filler_35	Der Holzfäller schwitzte unter	32
1896	52	erschossen wurde.  (Da fehlt ein Komma nach Tisch)	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	33
1897	52	ich nicht mag, ist ein Jurist.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	35
1898	52	heute morgen sah, unsere Privatsphäre nicht beachtet, nicht berechtigt sei.	SC_RC	EMBEDDED_0	Vorher erfuhr Angela, dass der Zweifel, dass der Nachbar, den der Mann	36
1899	52	machen Spaß.	filler	filler_5	Spiele und Picknicks im Freien	37
1900	52	uninformiert war, wählte die AfD.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	38
1901	52	es anfing zu regnen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	39
1902	52	überdurchschnittlich groß war, starb an einem Herzinfarkt. 	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	40
1903	52	als schwul geoutet hat, ein Kopfgeld auf den Journalisten ausgesetzt hatte, gerechtfertigt war.	SC_RC	EMBEDDED_3	Ich denke nicht, dass die Entscheidung, dass der Mafioso, den der Journalist	41
1904	52	ihr ein letzten Mal 'Good Bye' zu sagen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	42
1905	53	zog er aus der Wohnung seines Vaters aus.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1906	53	das Tragen einer Uniform.	filler	filler	Annabelle war generell gegen	5
1907	53	noch an seinen Traum.	filler	filler	Als Frank aufwachte, erinnerte er sich	6
1908	53	er die Meisterschaft gewonnen hat.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	7
1909	53	auf die Bühne geholt hat, schon seit mehreren Jahren dem Circus angehört, faslch sei.	SC_RC	EMBEDDED_11	Klaus hat erzählt, dass die Annahme, dass der Junge, den der Clown	8
1910	53	erst seit einem halben Jahr singt, mit die schwerste Ballade ist.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	9
1911	53	nebenbei auch Violine spielt, ausgesucht hat, führt seinen Beruf schon seit 15 Jahren aus.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	10
1912	53	angezeigt hatte, die Schuld trägt, erst so spät hätte aufkommen sollen.	SC_RC	EMBEDDED_8	Ich denke nicht, dass die Erkenntnis, dass der Büroangestellte, den der Kunde	11
1913	53	sie über die tollen Neuigkeiten zu informieren.	filler	filler_40	Der alte Mann rief seine Schwester an, um	12
1914	53	schon seit Jahren vertraut, es so gemeint hatte, nötig war.	SC_RC	EMBEDDED_0	Niemand denkt wirklich, dass die Aufforderung, dass der Pfarrer, den das Gemeindemitglied	13
1915	53	Schreibtisch, den er ständig kaputt machte und sein Stuhl, wurden ausgetauscht.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	14
1916	53	nach fünf Jahren endlich fertig war, veröffentlichte, kam sehr gut beim Verlag an.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	15
1917	53	auswählte, nicht bei allen gleich war.	SC_RC	EMBEDDED_9	Vorher erfuhr Angela, dass die Überzeugung, dass der Kommandant, den der Präsident	16
1918	53	machen jedem Spaß.	filler	filler_5	Spiele und Picknicks im Freien	17
1919	53	gerettet hatte, trug, nicht zu erkennen war.	SC_RC	EMBEDDED_2	Lisa hat gesagt, dass das Zeichen, dass der Lebensretter, den der Schwimmer	18
1920	53	erfuhr, dass sie gewonnen hat.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	19
1921	53	beklaute, sehr übertrieben hat, berechtigt ist.	SC_RC	EMBEDDED_3	Ibrahim hat gemeint, dass die Kritik, dass der Buchhändler, den der Dieb	20
1922	53	man mittlerweile überall im Fernsehen sehen kann.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	21
1923	53	beschrieb, mehrere Menschen umgebracht hat, ein großer Fortschritt für die Ermittlungen war.	SC_RC	EMBEDDED_1	Hans hat behauptet, dass die Entdeckung, dass der Mafioso, den der Journalist	22
1924	53	verklagte, bereits mehrmals verklagt wurde, kein Geheimnis mehr war.	SC_RC	EMBEDDED_7	Peter sagte mir, dass die Tatsache, dass der Chirurg, den der Patient	24
1925	53	über 18 ist, muss nun eine Entscheidung treffen.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	25
1926	53	schon viel Erfahrung hat, auswählte, war sehr gut auf seinem Gebiet.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	26
1927	53	seit 12 Jahren keinen anderen Stift mehr benutzte, ist nun endgültig leer.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	27
1928	53	ein Unfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	28
1929	53	Job aufgeben muss, dann bin ich endgültig am Boden.	filler	filler_3	Wenn ich jemals noch einen	29
1930	53	zusammengeschlagen hat, schwerer verletzt ist als man dachte, erst übertieben war.	SC_RC	EMBEDDED_10	Luigi hat gedacht, dass die Befürchtung, dass das Opfer, das der Verbrecher	30
1931	53	gemeinsam über eine Theorie zu lesen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	31
1932	53	seit mehreren Jahren ungeschlagen ist, hat auch diese Jahr wieder gewonnen.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	32
1933	53	einstellte, doch nicht geeignet war, berechtigt ist.	SC_RC	EMBEDDED_5	Die Leute glauben, dass der Zweifel, dass der Marketingspezialist, den die Künstlerin	33
1934	53	willst, dann ist das kein Problem.	filler	filler_6	Wenn du nicht	34
1935	53	das Reh rettete, ist sehr angesehen in seinem Dorf.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	35
1936	53	kritisierte, einen Rekord aufgestellt hat, beeindruckend ist.	SC_RC	EMBEDDED_6	Gestern sagte Norbert, dass die Feststellung, dass der Wissenschaftler, den der Bürgermeister	36
1937	53	Hund, den er besaß, und die Katze, sind alle verunglückt.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	37
1938	53	der Sturm sie erreichen konnte.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	38
1939	53	öfter schon in diesem Restaurant essen war, sehr mochte, hat nun leider gekündigt.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	39
1940	53	anzeigte, sich entschuldigen soll, von seinem Chef ausging.	SC_RC	EMBEDDED_4	Ich habe gehört, dass die Anordnung, dass der Unternehmer, den der Wohltäter	40
1941	53	der brennenden Sonne.	filler	filler_35	Der Holzfäller schwitzte unter	41
1942	53	war noch alles in Ordnung.	filler	filler_16	Vor langer Zeit	42
1943	54	die Kündigung ihrer Kollegen.	filler	filler	Annabelle war generell gegen	4
1944	54	, dass er gestern seine Schwester anrufen wollte. 	filler	filler	Als Frank aufwachte, erinnerte er sich	5
1945	54	wird er nicht in die Fußstapfen seines Vaters treten.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
1946	54	sah, dass sie in drei Minuten nach Hause gehen kann.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	7
1947	54	in sie verliebt ist.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	8
1948	54	er eine erfolgreiche Show abgeliefert hatte.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	9
1949	54	engagiert hat, gestohlen hat, respektlos und illegal sein.	SC_RC	EMBEDDED_9	Ibrahim hat gemeint, dass die Mutmaßung, dass der Bildhauer, den die Anwältin	10
1950	54	in Italien aufwuchs, veröffentlich hat, wird zu einem Theaterstück produziert.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	11
1951	54	von einer TV Show gestalkt haben soll, gerechtfertigt ist.	SC_RC	EMBEDDED_0	Hans hat behauptet, dass der Zweifel, dass der Schauspieler, den der Star	12
1952	54	die Sonne unterging.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	14
1953	54	angezeigt hat, gerechtfertigt ist.	SC_RC	EMBEDDED_2	Die Leute glauben, dass die Entscheidung, dass der Student, den der Professor	15
1954	54	über 60 Jahre alt ist, scheint genau so alt zu sein.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	16
1955	54	im gleichen Alter war, angemacht hat, wurde gefeuert.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	19
1956	54	als nicht mental befähigt eingestuft hatte, zu heftig war.	SC_RC	EMBEDDED_4	Vorher erfuhr Angela, dass die Kritik, dass der Marathonläufer, den der Psychiater	20
1957	54	wurden weniger Lieder produziert als heutzutage.	filler	filler_16	Vor langer Zeit	21
1958	54	festgenommen hatte, ergab, dass es sich um einen Jugendlichen handelte.	SC_RC	EMBEDDED_11	Gestern sagte Norbert, dass die Feststellung, dass der Kriminelle, den der Polizist	22
1959	54	mal heute ein wenig Zeit hast, dann wirst du morgen auch keine haben.	filler	filler_6	Wenn du nicht	23
1960	54	eine Pferdeallergie hatte, kündigte seinen Rücktritt an.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	24
1961	54	bemalt hatte, sich entschuldigen sollte.	SC_RC	EMBEDDED_5	Niemand denkt wirklich, dass die Aufforderung, dass der Junge, den der Clown	25
1962	54	ihr alles Gute zum Geburtstag zu wünschen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	27
1963	54	versucht hat abzuwimmeln, ihn ertrinken wollte, respektlos sei.	SC_RC	EMBEDDED_6	Klaus hat erzählt, dass die Auffassung, dass der Lebensretter, den der Schwimmer	28
1964	54	die richtige Partei wählt, wählt sozial.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	29
1965	54	bald in Ruhestand geht, engagiert hat, sage ihm, dass dies sein letzter Fall sein werde.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	30
1966	54	eine Geburt.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	31
1967	54	im Hotel getroffen hatte, und sie zusammen gesehen wurden, höchstwahrscheinlich wahr ist.	SC_RC	EMBEDDED_1	Lisa hat gesagt, dass der Bericht, dass der Abgeordnete, den die Diplomatin	32
1968	54	den Bauplan des neuen Flugzeugmodells zu lernen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	34
1969	54	seit zwei Wochen nicht mehr gesehen hatte, tot sein, bestätigt wurde.	SC_RC	EMBEDDED_7	Peter sagte mir, dass die Erkenntnis, dass der Nachbar, den der Mann	35
1970	54	Apfel zu geben, war ein Fehler.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	36
1971	54	angegriffen hat, Rache will, wahr ist.	SC_RC	EMBEDDED_8	Luigi hat gedacht, dass die Befürchtung, dass das Opfer, das der Verbrecher	37
1972	54	nicht im Wald lebt, ist eine Seltenheit.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	39
1973	54	aus dem Feuer geretten hatte, nicht dankbar wäre, richtig ist.	SC_RC	EMBEDDED_10	Ich denke nicht, dass die Annahme, dass das Kind, das der Sanitäter	40
1974	54	jeder sehen will, ist für die nächsten Wochen ausgebucht.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	42
1975	55	feierte eine große Party mit seinen Freunden.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1976	55	Milchkonsum, da sie Veganerin ist. 	filler	filler	Annabelle war generell gegen	5
1977	55	an seinen letzten Traum, den er vor Jahren schon einmal hatte. 	filler	filler	Als Frank aufwachte, erinnerte er sich	6
1978	55	ihn aufgegben hatte, unvollständig ist. 	SC_RC	EMBEDDED_5	Gestern sagte Norbert, dass der Bericht, dass der Student, den der Professor	7
1979	55	seinen Achseln sehr. 	filler	filler_35	Der Holzfäller schwitzte unter	8
1980	55	hatte, schlicht falsch war. 	SC_RC	EMBEDDED_6	Vorher erfuhr Angela, dass die Erkenntnis, dass der Bildhauer, den die Anwältin	9
1981	55	lebten die Römer unter der Herrschaft von verschiedenen Kaisern. 	filler	filler_16	Vor langer Zeit	10
1982	55	eigentlich lieber nicht studieren möchte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	11
1983	55	sich über die neue Technologie im Flugraum schlau zu machen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	12
1984	55	erwähnte, ungerecht war. 	SC_RC	EMBEDDED_3	Ibrahim hat gemeint, dass die Kritik, dass der Betrüger, den die Frau	13
1985	55	bemerkte, dass sie schon immer Schlagzeug spielen wollte. 	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	14
1986	55	hasste, wirklich schlimm war.	SC_RC	EMBEDDED_7	Ich habe gehört, dass die Befürchtung, dass der Schulleiter, den der Lehrer	15
1987	55	ein Autounfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	16
1988	55	aus dem Weg ging, fallen gelassen wird. 	SC_RC	EMBEDDED_0	Luigi hat gedacht, dass die Klage, dass der Mafioso, den der Journalist	17
1989	55	ihr zu sagen, dass sein Hund gestorben sei.	filler	filler_40	Der alte Mann rief seine Schwester an, um	18
1990	55	war weg.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	19
1991	55	sind bei Kindern sehr beliebt.	filler	filler_5	Spiele und Picknicks im Freien	20
1992	55	kannte, ihr alter Mathelehrer war.	SC_RC	EMBEDDED_2	Lisa hat gesagt, dass die Entdeckung, dass der Lebensretter, den der Schwimmer	21
1993	55	war verschwunden.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	22
1994	55	alle hasste, war eigentlich ein netter Mensch. 	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	23
1995	55	der Auftritt abgesagt wurde.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	24
1996	55	empfohlen hat, rechtswidrig war. 	SC_RC	EMBEDDED_4	Hans hat behauptet, dass die Aufforderung, dass der Marathonläufer, den der Psychiater	25
1997	55	letztes Mal eine schlechte Kritik bekommen hat, war diesmal richtig gut.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	26
1998	55	vertraute, ein guter Chirurg ist.	SC_RC	EMBEDDED_11	Niemand denkt wirklich, dass die Annahme, dass der Chirurg, den der Patient	27
1999	55	alle empfehlen, ist auch ein guter Tierarzt. 	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	28
2000	55	in das Haus einbrach, am falschen Ort war.	SC_RC	EMBEDDED_8	Die Leute glauben, dass die Feststellung, dass das Opfer, das der Verbrecher	29
2001	55	ein Comeback macht, ist sehr schön.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	30
2002	55	liebt, eigentlich korrupt ist.	SC_RC	EMBEDDED_10	Peter sagte mir, dass die Tatsache, dass der Kommandant, den der Präsident	31
2003	55	alle lieben, spendete sein halbes Vermögen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	32
2004	55	eigentlich wählt, wählt dieses Jahr nicht.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	33
2005	55	mitkommen willst, musst du das Haus putzen.	filler	filler_6	Wenn du nicht	34
2006	55	letzte Woche ein Reh erschoss, ist eigentlich Veganer.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	35
2007	55	es anfing zu regnen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	36
